"","Property_Sector","Origination_Date","Fixed_Maturity","Recent_NOI","Recent_Value","Orig_Note_Amount","Year_Built","Physical_Occupancy_At_Securitiza","Scheduled_Balloon","FSH","Health","Industrial","LSH","Mixed_Use","Mobile_Home","Multi_family","Office","Other","Retail_Anchored","Retail_Unanchored","Self_Storage","Warehouse","Spread","Inv_Bank_Dummy"
"172","Mixed Use",1996-01-11,2005-09-11,370655.49,3250000,2400000,-1,0.98,1970081.01,0,0,0,0,1,0,0,0,0,0,0,0,0,2.9259,0
"173","Mixed Use",1996-01-11,2006-01-11,311162.32,3100000,2300000,-1,0.95,1855190.28,0,0,0,0,1,0,0,0,0,0,0,0,0,2.205,0
"174","Mixed Use",1995-11-11,2015-09-11,371650.25,2975000,2200000,-1,0.97,849927.52,0,0,0,0,1,0,0,0,0,0,0,0,0,1.99772,0
"175","Mixed Use",1996-02-11,2006-01-11,323932.5,3e+06,2200000,-1,0.9,1774077.63,0,0,0,0,1,0,0,0,0,0,0,0,0,2.15926666666667,0
"176","Mixed Use",1996-02-11,2002-11-11,262002.36,3e+06,1910000,-1,0.96,1698034.6,0,0,0,0,1,0,0,0,0,0,0,0,0,2.885,0
"177","Mixed Use",1996-02-11,2005-10-11,257108.91,2230000,1672500,-1,0.96,1482447.43,0,0,0,0,1,0,0,0,0,0,0,0,0,2.75313333333333,0
"178","Mixed Use",1996-02-11,2005-12-11,213439.73,2250000,1630000,-1,0.85,1440017.36,0,0,0,0,1,0,0,0,0,0,0,0,0,2.57406666666667,0
"179","Mixed Use",1996-01-11,2005-10-11,246633.93,2100000,1575000,-1,0.96,1396026.24,0,0,0,0,1,0,0,0,0,0,0,0,0,2.7825,0
"180","Mixed Use",1996-02-11,2011-01-11,152869.37,1675000,1190000,-1,0.98,762430.63,0,0,0,0,1,0,0,0,0,0,0,0,0,2.27184,0
"181","Mixed Use",1995-12-11,2005-11-11,136153.8,1650000,1060000,-1,0.97,862334.29,0,0,0,0,1,0,0,0,0,0,0,0,0,2.49713333333333,0
"182","Mixed Use",1995-11-11,2011-02-11,148172.64,1525000,901000,-1,0.95,577267.92,0,0,0,0,1,0,0,0,0,0,0,0,0,2.001,0
"183","Mobile Home",1996-02-11,2011-02-11,2284203.98,24500000,1.8e+07,-1,0.98,13772673.74,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"184","Mobile Home",1996-02-11,2006-02-11,1628062.83,1.8e+07,13350000,-1,1,11671062.88,0,0,0,0,0,1,0,0,0,0,0,0,0,2.05,0
"185","Mobile Home",1996-01-11,2015-12-11,1751683.45,1.8e+07,1e+07,-1,0.95,3785154.47,0,0,0,0,0,1,0,0,0,0,0,0,0,1.98148,0
"186","Mobile Home",1996-02-11,2006-02-11,863460.33,9350000,6800000,-1,1,5944809.91,0,0,0,0,0,1,0,0,0,0,0,0,0,2.05,0
"187","Mobile Home",1996-02-11,2006-02-11,648455.89,7260000,5445000,-1,0.99,4760219.59,0,0,0,0,0,1,0,0,0,0,0,0,0,2.05,0
"188","Mobile Home",1996-03-11,2011-02-11,777519.07,8100000,5100000,-1,0.97,3902255.77,0,0,0,0,0,1,0,0,0,0,0,0,0,1.60906,0
"189","Mobile Home",1995-12-11,2005-08-11,851117.33,8850000,5e+06,-1,0.95,4079604.57,0,0,0,0,0,1,0,0,0,0,0,0,0,2.6238,0
"190","Mobile Home",1995-11-11,2006-02-11,684302.28,6750000,5e+06,-1,1,4371183.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1.746,0
"191","Mobile Home",1995-11-11,2006-02-11,987002.82,11500000,4700000,-1,0.8,4105878.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1.711,0
"192","Mobile Home",1995-09-11,2005-11-11,537483.92,5550000,3700000,-1,0.95,3045041.48,0,0,0,0,0,1,0,0,0,0,0,0,0,2.451685,0
"193","Mobile Home",1995-11-11,2006-03-11,368714.35,4300000,3225000,-1,0.0094,2848832.31,0,0,0,0,0,1,0,0,0,0,0,0,0,2.25472,0
"194","Mobile Home",1995-10-11,2005-11-11,415476.68,4e+06,3175000,-1,0.98,2597468.42,0,0,0,0,0,1,0,0,0,0,0,0,0,2.303425,0
"195","Mobile Home",1995-09-11,2006-02-11,454833.18,4750000,3e+06,-1,1,2419813.14,0,0,0,0,0,1,0,0,0,0,0,0,0,1.62681,0
"196","Mobile Home",1995-12-11,2003-01-11,411081.39,4e+06,2900000,-1,0.99,2578981.49,0,0,0,0,0,1,0,0,0,0,0,0,0,2.7826,0
"197","Mobile Home",1996-02-11,2020-08-11,473286.85,5410000,2400000,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2415,0
"198","Mobile Home",1995-10-11,2006-01-11,414200.91,3375000,2400000,-1,1,1931384.56,0,0,0,0,0,1,0,0,0,0,0,0,0,1.640625,0
"199","Mobile Home",1996-01-11,2005-10-11,322094.74,3400000,2350000,-1,0,1937187.66,0,0,0,0,0,1,0,0,0,0,0,0,0,3.1025,0
"200","Mobile Home",1996-01-11,2021-01-11,365247.07,3555000,2220000,-1,1,2.85,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5175,0
"201","Mobile Home",1996-03-11,2020-11-11,337097.63,2970000,2212500,-1,1,2.65,0,0,0,0,0,1,0,0,0,0,0,0,0,2.698935,0
"202","Mobile Home",1996-02-11,2021-01-11,312166.52,3405000,2080000,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.41184,0
"203","Mobile Home",1996-02-11,2006-01-11,284841.86,2850000,2e+06,-1,0.95,1636989.3,0,0,0,0,0,1,0,0,0,0,0,0,0,2.75926666666667,0
"204","Mobile Home",1996-01-11,2005-11-11,371475.44,3862000,1950000,-1,0.85,1615262.16,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3101,0
"205","Mobile Home",1996-02-11,2006-01-11,253196.77,2500000,1850000,-1,0.99,1506129.01,0,0,0,0,0,1,0,0,0,0,0,0,0,2.53926666666667,0
"206","Mobile Home",1996-03-11,2005-12-11,272223.25,3250000,1800000,-1,0.87,1468657.9,0,0,0,0,0,1,0,0,0,0,0,0,0,2.225,0
"207","Mobile Home",1996-02-11,2021-03-11,258668.53,2500000,1800000,-1,0.99,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,2.25816,0
"208","Mobile Home",1996-03-11,2006-03-11,252308.41,2425000,1790000,-1,0.93,1475902.92,0,0,0,0,0,1,0,0,0,0,0,0,0,2.655,0
"209","Mobile Home",1995-10-11,2020-11-11,209775.21,2050000,1500000,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.500925,0
"210","Mobile Home",1996-02-11,2005-11-11,216371.17,1873000,1387500,-1,1,1132917.86,0,0,0,0,0,1,0,0,0,0,0,0,0,2.66833333333333,0
"211","Mobile Home",1996-01-11,2005-08-11,386024.47,3900000,1250000,-1,0.99,869951.54,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5776,0
"212","Mobile Home",1995-12-11,2006-02-11,164104.65,1870000,1250000,-1,0.99,1011332.92,0,0,0,0,0,1,0,0,0,0,0,0,0,2.27194,0
"213","Mobile Home",1996-01-11,2020-09-11,181627.56,1960000,1100000,-1,1,2.29,0,0,0,0,0,1,0,0,0,0,0,0,0,2.573605,0
"214","Mobile Home",1995-10-11,2005-12-11,177530.41,1500000,1e+06,-1,0.99,814923.44,0,0,0,0,0,1,0,0,0,0,0,0,0,2.142025,0
"215","Office",1996-01-11,2002-10-11,1293838.36,11700000,8055000,-1,0.9,7249241.86,0,0,0,0,0,0,0,1,0,0,0,0,0,3.65375,0
"216","Office",1995-11-11,2003-02-11,1001411.78,9150000,5500000,-1,0.87,4809304,0,0,0,0,0,0,0,1,0,0,0,0,0,1.515,0
"217","Office",1995-11-11,2003-02-11,648000.69,6700000,5e+06,-1,0.84,4442297.44,0,0,0,0,0,0,0,1,0,0,0,0,0,2.465,0
"218","Office",1995-11-11,2003-02-11,427968.97,4400000,3050000,-1,0.87,2673995.87,0,0,0,0,0,0,0,1,0,0,0,0,0,1.665,0
"219","Office",1996-03-11,2006-02-11,183762.79,2e+06,1183000,-1,1,956642.78,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8582,0
"220","Industrial",1995-11-11,2005-11-11,3874912.6,4.2e+07,20900000,-1,1,14585930.46,0,0,1,0,0,0,0,0,0,0,0,0,0,2.495,0
"221","Industrial",1995-12-11,2002-08-11,2647561.6,2.7e+07,17150000,-1,1,15675947.74,0,0,1,0,0,0,0,0,0,0,0,0,0,3.66315,0
"222","Retail Anchored",1995-11-11,2006-02-11,2786284.05,32100000,20400000,-1,0,16871906,0,0,0,0,0,0,0,0,0,1,0,0,0,2.151,0
"223","Retail Anchored",1996-01-11,2006-01-11,2383322.35,2.6e+07,19500000,-1,0.98,17391429.62,0,0,0,0,0,0,0,0,0,1,0,0,0,3.105,0
"224","Retail Anchored",1995-11-11,2005-11-11,1488079.13,16500000,10612000,-1,0.93,8733509.13,0,0,0,0,0,0,0,0,0,1,0,0,0,2.685,0
"225","Retail Anchored",1996-02-11,2006-01-11,1035254.26,10200000,6078000,-1,0,4876668.91,0,0,0,0,0,0,0,0,0,1,0,0,0,1.96426666666667,0
"226","Retail Anchored",1996-02-11,2002-10-11,764730.92,8400000,6069000,-1,1,5421540.52,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2058,0
"227","Retail Anchored",1996-02-11,2011-02-11,348507.25,4100000,2600000,-1,0.93,1113350.15,0,0,0,0,0,0,0,0,0,1,0,0,0,2.85,0
"228","Retail Anchored",1996-01-11,2006-02-11,513660.04,5200000,2500000,-1,0.91,2026231.55,0,0,0,0,0,0,0,0,0,1,0,0,0,2.393335,0
"229","Retail Unanchored",1996-03-11,2006-01-11,1338306.03,16400000,7425000,-1,0.9,6049328.14,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1614,0
"230","Retail Unanchored",1995-12-11,2006-02-11,511135.61,4800000,3744000,-1,0.92,3095621.9,0,0,0,0,0,0,0,0,0,0,1,0,0,3.17194,0
"231","Retail Unanchored",1996-02-11,2005-11-11,183212.26,1900000,1226000,-1,1,1020372.26,0,0,0,0,0,0,0,0,0,0,1,0,0,3.48833333333333,0
"232","Retail Unanchored",1996-01-11,2005-10-11,150478.6,1550000,970000,-1,1,804405.2,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3625,0
"233","Healthcare",1996-01-11,2010-11-11,5448381.7,49900000,37500000,-1,0,27357684.96,0,1,0,0,0,0,0,0,0,0,0,0,0,4.065645,0
"234","Healthcare",1995-11-11,2010-01-11,7140033.88,53900000,29999999,-1,0,19229826.54,0,1,0,0,0,0,0,0,0,0,0,0,0,3.33828,0
"235","Healthcare",1996-01-11,2007-12-11,3246835.99,30700000,21750000,-1,0,17254367.73,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13948,0
"236","Healthcare",1995-12-11,2011-02-11,3661341.84,25200000,18877500,-1,0,8961629.74,0,1,0,0,0,0,0,0,0,0,0,0,0,3.39194,0
"237","Healthcare",1995-12-11,2008-02-11,3708169.03,23300000,15500000,-1,0,12206145.36,0,1,0,0,0,0,0,0,0,0,0,0,0,2.89594,0
"238","Healthcare",1996-03-11,2007-12-11,3694600.75,23500000,12500000,-1,0.9,9916302.68,0,1,0,0,0,0,0,0,0,0,0,0,0,2.690875,0
"239","Healthcare",1996-03-11,2007-12-11,2843247.07,19400000,12500000,-1,0,9916302.65,0,1,0,0,0,0,0,0,0,0,0,0,0,2.690875,0
"240","Healthcare",1996-03-11,2010-11-11,1552064.57,1.5e+07,10101000,-1,0.93,6889371.32,0,1,0,0,0,0,0,0,0,0,0,0,0,3.663935,0
"241","Healthcare",1996-01-11,2010-11-11,1246212.83,10800000,8100000,-1,0,5873304.32,0,1,0,0,0,0,0,0,0,0,0,0,0,3.935645,0
"242","Healthcare",1996-02-11,2010-12-11,759831.72,6670000,5e+06,-1,0.97,3605398.19,0,1,0,0,0,0,0,0,0,0,0,0,0,3.74391,0
"243","Healthcare",1996-03-11,2007-12-11,473303.94,4e+06,2220000,-1,0.93,1761133.72,0,1,0,0,0,0,0,0,0,0,0,0,0,2.690875,0
"244","Limited Service Hotel",1996-03-11,2011-02-11,4622917.75,4.1e+07,23380474,-1,0,10726274.29,0,0,0,1,0,0,0,0,0,0,0,0,0,2.38906,0
"245","Limited Service Hotel",1996-03-11,2011-02-11,4010325.28,3.4e+07,22646211,-1,0,10770099.04,0,0,0,1,0,0,0,0,0,0,0,0,0,2.97906,0
"246","Limited Service Hotel",1996-01-11,2011-02-11,3655319.76,29700000,20800000,-1,0,9880093.27,0,0,0,1,0,0,0,0,0,0,0,0,0,3.410835,0
"247","Limited Service Hotel",1995-12-11,2011-01-11,2892277.57,28900000,18100000,-1,0,13109765.73,0,0,0,1,0,0,0,0,0,0,0,0,0,3.82338,0
"248","Limited Service Hotel",1996-02-11,2005-12-11,3379670.39,2.7e+07,16806400,-1,0,12014781.86,0,0,0,1,0,0,0,0,0,0,0,0,0,2.77406666666667,0
"249","Limited Service Hotel",1996-04-11,2015-09-11,2718005.7,23200000,1.6e+07,-1,0,1417042.45,0,0,0,1,0,0,0,0,0,0,0,0,0,3.56957,0
"250","Limited Service Hotel",1996-03-11,2011-02-11,1953844.84,18200000,12400000,-1,0.76,8823037.11,0,0,0,1,0,0,0,0,0,0,0,0,0,3.05906,0
"251","Limited Service Hotel",1996-02-11,2011-03-11,1280543.76,12600000,7875000,-1,0.64,5205827.16,0,0,0,1,0,0,0,0,0,0,0,0,0,3.04316,0
"252","Limited Service Hotel",1996-03-11,2005-11-11,1311626.33,13500000,7700000,-1,0.68,5543709.73,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2982,0
"253","Limited Service Hotel",1996-01-11,2005-12-11,1289031.62,1.1e+07,6500000,-1,0.73,4591355.52,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0674,0
"254","Limited Service Hotel",1996-02-11,2011-02-11,941162.05,8700000,6020000,-1,0.71,4022042.25,0,0,0,1,0,0,0,0,0,0,0,0,0,3.32,0
"255","Limited Service Hotel",1995-12-11,2016-02-11,758297.8,7e+06,4883000,-1,0.55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3.23194,0
"256","Limited Service Hotel",1995-09-11,2010-12-11,863097.23,7300000,4750000,-1,0.83,2095833.28,0,0,0,1,0,0,0,0,0,0,0,0,0,2.682625,0
"257","Limited Service Hotel",1996-03-11,2005-11-11,799743.64,8e+06,4564000,-1,0.71,3267568.62,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0982,0
"258","Limited Service Hotel",1996-03-11,2011-02-11,489442.91,4e+06,2800000,-1,0.63,1225847.27,0,0,0,1,0,0,0,0,0,0,0,0,0,2.91906,0
"259","Limited Service Hotel",1996-03-11,2015-11-11,597110.41,4130000,2800000,-1,0.76,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,2.596435,0
"260","Limited Service Hotel",1996-03-11,2016-01-11,477287.42,6100000,2720000,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.83312,0
"261","Limited Service Hotel",1996-03-11,2015-09-11,460384.42,3850000,2650000,-1,0.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.70975,0
"262","Limited Service Hotel",1996-03-11,2015-12-11,531139.89,4450000,2500000,-1,0.71,1.22,0,0,0,1,0,0,0,0,0,0,0,0,0,2.374875,0
"263","Limited Service Hotel",1996-03-11,2015-12-11,421343.04,3650000,2475000,-1,0.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.974875,0
"264","Limited Service Hotel",1996-03-11,2015-10-11,421116.61,4e+06,2448000,-1,0.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.44819,0
"265","Limited Service Hotel",1996-03-11,2010-10-11,544888.88,4e+06,2200000,-1,0.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.91569,0
"266","Limited Service Hotel",1996-04-11,2005-12-11,352202.47,3800000,2e+06,-1,0.76,1438323.43,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9772,0
"267","Limited Service Hotel",1996-04-11,2011-02-11,369232.2,2650000,1855000,-1,0,848929.69,0,0,0,1,0,0,0,0,0,0,0,0,0,2.09514,0
"268","Limited Service Hotel",1996-03-11,2016-02-11,381907.94,2500000,1700000,-1,0.45,2.07,0,0,0,1,0,0,0,0,0,0,0,0,0,3.12156,0
"269","Limited Service Hotel",1996-03-11,2006-01-11,352309.57,2800000,1700000,-1,0.76,1217790.11,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1114,0
"270","Limited Service Hotel",1996-03-11,2011-02-11,266313.79,2350000,1645000,-1,0,1169916.97,0,0,0,1,0,0,0,0,0,0,0,0,0,3.04906,0
"271","Limited Service Hotel",1996-03-11,2011-02-11,237084.43,1850000,1196034,-1,0.75,850616.82,0,0,0,1,0,0,0,0,0,0,0,0,0,3.04906,0
"272","Limited Service Hotel",1996-03-11,2016-02-11,184073.64,1760000,1100000,-1,0.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.81156,0
"273","Limited Service Hotel",1996-03-11,2011-02-11,133816.17,1200000,840000,-1,0.58,597406.61,0,0,0,1,0,0,0,0,0,0,0,0,0,3.04906,0
"274","Full Service Hotel",1996-09-11,2011-09-11,14608617,1.1e+08,7.1e+07,1981,0.7944,50292755.09,1,0,0,0,0,0,0,0,0,0,0,0,0,2.172,0
"275","Multi-family",1996-10-11,2003-10-11,8655952,1.04e+08,68500000,-1,0.934991127,64479659,0,0,0,0,0,0,1,0,0,0,0,0,0,1.977,0
"276","Multi-family",1993-03-11,2013-03-11,8225521.78,8e+07,54866945,1973,0.953,19193422.67,0,0,0,0,0,0,1,0,0,0,0,0,0,2.267,0
"277","Retail Unanchored",1996-10-11,2009-04-11,4765683.43,43600000,28250000,1973,0.842,23250641.98,0,0,0,0,0,0,0,0,0,0,1,0,0,1.837,0
"278","Office",1996-10-11,2011-10-11,4262697,3.6e+07,2.5e+07,1988,0.954,20691853.06,0,0,0,0,0,0,0,1,0,0,0,0,0,2.142,0
"279","Industrial",1996-08-11,2006-08-11,4363729.91,3.7e+07,24400000,1919,0.861,20879217.67,0,0,1,0,0,0,0,0,0,0,0,0,0,2.742,0
"280","Office",1996-07-11,2006-07-11,4877055.38,4.1e+07,23100000,1960,0.929,18815478.08,0,0,0,0,0,0,0,1,0,0,0,0,0,2.802,0
"281","Retail Anchored",1996-09-11,2011-09-11,2907894.83,28500000,19800000,1980,0.945,16601465.68,0,0,0,0,0,0,0,0,0,1,0,0,0,2.112,0
"282","Office",1996-10-11,2006-10-11,2690532,26900000,19500000,1985,0.9897,17928834.09,0,0,0,0,0,0,0,1,0,0,0,0,0,2.602,0
"283","Limited Service Hotel",1996-06-11,2011-06-11,4204490.41,32700000,1.7e+07,-1,0.807551825,12713909.18,0,0,0,1,0,0,0,0,0,0,0,0,0,3.417,0
"284","Retail Unanchored",1996-10-11,2006-10-11,3428036.05,24900000,16715000,-1,0.902077941,14346214.86,0,0,0,0,0,0,0,0,0,0,1,0,0,2.922,0
"285","Office",1996-06-11,2003-06-11,2598183.72,24400000,16575000,1982,0.95,15148587.34,0,0,0,0,0,0,0,1,0,0,0,0,0,2.61,0
"286","Retail Anchored",1996-06-11,2006-06-11,2327983.05,2.4e+07,16385496,1991,0.957,14981027.35,0,0,0,0,0,0,0,0,0,1,0,0,0,2.032,0
"287","Multi-family",1996-04-11,2003-04-11,3197509,28600000,16100000,-1,0.96292236,15030188.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1.454,0
"288","Full Service Hotel",1996-10-11,2011-10-11,2852908,28800000,16850000,1983,0.7512,12348999.23,1,0,0,0,0,0,0,0,0,0,0,0,0,3.252,0
"289","Multi-family",1996-03-11,2006-03-11,2159163.34,22500000,1.5e+07,1970,0.929,13204340.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1.992,0
"290","Multi-family",1996-04-11,2006-04-11,1981071,18100000,13530000,1974,0.98,12272847.03,0,0,0,0,0,0,1,0,0,0,0,0,0,2.169,0
"291","Healthcare",1986-06-11,2011-06-11,2262853,17400000,1.2e+07,1973,0.897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6843333,0
"292","Limited Service Hotel",1996-05-11,2011-05-11,2144436,13200000,8690000,1986,0.815,6447932.88,0,0,0,1,0,0,0,0,0,0,0,0,0,3.242,0
"293","Mobile Home",1986-05-11,2011-05-11,1291867,12400000,7875000,-1,0.970590476,5285417.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8115,0
"294","Full Service Hotel",1996-08-11,2006-08-11,1375947,10200000,7300000,1965,0.6804,5327920.29,1,0,0,0,0,0,0,0,0,0,0,0,0,3.342,0
"295","Multi-family",1996-09-11,2006-09-11,996335,9550000,7113000,1985,0.952,6327443.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1.662,0
"296","Retail Unanchored",1996-10-11,2006-10-11,169756,7600000,5135000,-1,1,4366358.97,0,0,0,0,0,0,0,0,0,0,1,0,0,2.492,0
"297","Retail Unanchored",1996-10-11,2006-10-11,1207821,13200000,8670000,-1,0.989038062,7372217.54,0,0,0,0,0,0,0,0,0,0,1,0,0,2.492,0
"298","Retail Unanchored",1996-09-11,2006-09-11,1203363.79,9e+06,6550000,1987,1,5911561.42,0,0,0,0,0,0,0,0,0,0,1,0,0,2.482,0
"299","Office",1996-09-11,2003-09-11,1278093.86,9400000,6500000,1977,0.958,5818886.65,0,0,0,0,0,0,0,1,0,0,0,0,0,1.982,0
"300","Multi-family",1996-10-11,2006-10-11,948641,8700000,5875000,1979,0.907,5216344.07,0,0,0,0,0,0,1,0,0,0,0,0,0,1.962,0
"301","Office",1996-03-11,2011-03-11,2006657.82,12900000,5873000,1965,0.849,4781032.21,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6095,0
"302","Retail Anchored",1996-04-11,2006-04-11,938891,8150000,5760000,-1,0,5259751.86,0,0,0,0,0,0,0,0,0,1,0,0,0,2.472,0
"303","Limited Service Hotel",1996-04-11,2011-04-11,581472,2410000,1530000,1975,0.949,694594.1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4595,0
"304","Multi-family",1996-07-11,2006-07-11,818196.06,7800000,5600000,1972,0.949,5027569.67,0,0,0,0,0,0,1,0,0,0,0,0,0,2.272,0
"305","Retail Anchored",1996-07-11,2006-07-11,922967.06,8200000,5600000,1969,1,4658668.03,0,0,0,0,0,0,0,0,0,1,0,0,0,2.292,0
"306","Retail Anchored",1996-06-11,2006-06-11,1117716.73,8850000,5400000,1986,0.951,4848012.76,0,0,0,0,0,0,0,0,0,1,0,0,0,2.272,0
"307","Limited Service Hotel",1996-07-11,2006-07-11,1192996.92,10200000,5300000,-1,0.758298113,4450778.76,0,0,0,1,0,0,0,0,0,0,0,0,0,2.722,0
"308","Retail Anchored",1996-06-11,2006-06-11,809404.23,7800000,5251548,1988,0.8951,4811702.66,0,0,0,0,0,0,0,0,0,1,0,0,0,2.132,0
"309","Multi-family",1996-09-11,2006-09-11,554486.4,7050000,5212500,1981,0.95,4659010.77,0,0,0,0,0,0,1,0,0,0,0,0,0,1.922,0
"310","Full Service Hotel",1996-04-11,2016-04-11,2246945.16,11900000,5e+06,1980,0.6856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.737,0
"311","Retail Anchored",1996-07-11,2011-07-11,675067.97,6500000,4875000,1992,0.979,3958117.37,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8045,0
"312","Multi-family",1996-09-11,2006-09-11,740318.96,6550000,4850000,1984,0.964,4307073.65,0,0,0,0,0,0,1,0,0,0,0,0,0,1.572,0
"313","Limited Service Hotel",1996-07-11,2011-07-11,892220,7300000,4795000,1994,0.6807,2228235.94,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5245,0
"314","Limited Service Hotel",1996-06-11,2011-06-11,726900,6300000,4700000,1981,0.6759,3292101.77,0,0,0,1,0,0,0,0,0,0,0,0,0,3.547,0
"315","Full Service Hotel",1996-09-11,2011-09-11,2145356.67,10800000,4400000,1978,0.8768,1956518.16,1,0,0,0,0,0,0,0,0,0,0,0,0,2.452,0
"316","Retail Anchored",1996-08-11,2006-08-11,608840,6470000,4370000,1963,0.963,3674490.63,0,0,0,0,0,0,0,0,0,1,0,0,0,3.092,0
"317","Multi-family",1996-04-11,2016-04-11,712859.53,6080000,4298000,1948,0.978,1736538.71,0,0,0,0,0,0,1,0,0,0,0,0,0,2.377,0
"318","Office",1996-05-11,2011-05-11,665248.16,5700000,4123000,1964,0.9919,2852193.63,0,0,0,0,0,0,0,1,0,0,0,0,0,3.202,0
"319","Limited Service Hotel",1996-07-11,2011-07-11,1009708.28,6500000,4062000,1984,0.6037,1831483.93,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8545,0
"320","Limited Service Hotel",1996-03-11,2016-03-11,652875.51,6240000,3900000,1980,0.584,0.64,0,0,0,1,0,0,0,0,0,0,0,0,0,2.907,0
"321","Healthcare",1996-06-11,2006-06-11,613085.72,5100000,3825000,1975,0.93,3236472.61,0,1,0,0,0,0,0,0,0,0,0,0,0,3.082,0
"322","Multi-family",1996-09-11,2016-09-11,1287882.88,8900000,3800000,1980,0.959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.292,0
"323","Limited Service Hotel",1996-05-11,2006-05-11,612202.09,7060000,3800000,1987,0.8298,3245788.95,0,0,0,1,0,0,0,0,0,0,0,0,0,3.582,0
"324","Limited Service Hotel",1996-05-11,2011-05-11,837711,7400000,3750000,1990,0.8246,1633170.09,0,0,0,1,0,0,0,0,0,0,0,0,0,2.132,0
"325","Full Service Hotel",1996-07-11,2011-07-11,768140.21,7300000,3725000,1968,0.7056,1717219.38,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3445,0
"326","Full Service Hotel",1996-07-11,2011-07-11,848607,6925000,3635000,1972,0.6236,1674230.49,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3245,0
"327","Mobile Home",1991-06-11,2016-06-11,560164,5300000,3525000,1986,0.992,1450732.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0.869499999999999,0
"328","Limited Service Hotel",1996-09-11,2011-09-11,869845,6200000,3450000,1988,0.6558,2390818.83,0,0,0,1,0,0,0,0,0,0,0,0,0,3.132,0
"329","Mobile Home",1986-06-11,2011-06-11,549601.03,4600000,3272000,1970,1,2197703.57,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3245,0
"330","Limited Service Hotel",1996-04-11,2016-01-11,878990,4430000,3150000,1987,0.8317,1398539.3,0,0,0,1,0,0,0,0,0,0,0,0,0,3.391125,0
"331","Multi-family",1996-04-11,2006-04-11,687863,5300000,3070000,1920,1,2164734.47,0,0,0,0,0,0,1,0,0,0,0,0,0,2.302,0
"332","Industrial",1996-06-11,2006-05-11,785438.89,5100000,2948000,1960,0.943,2470856.5,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6344,0
"333","Healthcare",1996-06-11,2006-06-11,585814,4250000,2822000,1976,0.736,2053001.93,0,1,0,0,0,0,0,0,0,0,0,0,0,2.912,0
"334","Retail Anchored",1996-06-11,2006-06-11,192643.03,3600000,2750000,1988,0.794,2488900.91,0,0,0,0,0,0,0,0,0,1,0,0,0,2.752,0
"335","Full Service Hotel",1996-09-11,2011-09-11,552738.03,4400000,2703000,1968,0.5498,1233820.93,1,0,0,0,0,0,0,0,0,0,0,0,0,3.022,0
"336","Full Service Hotel",1996-08-11,2011-08-11,367791.78,4500000,2642000,1985,0.619,1850580.99,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8395,0
"337","Multi-family",1996-09-11,2006-09-11,365610,3350000,2633000,1974,0.981,2344394.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1.712,0
